Ticket ID,Customer ID,Product Purchased,Industry,Region,Company Size,Plan Type,Ticket Type,Ticket Subject,Ticket Status,Ticket Priority,Ticket Channel,Customer Satisfaction Rating,At Risk,Total Active Days,Total Sessions,Total Product Actions,Average Collaborators,Average Integrations Used,Session Trend per Month,Session Change Percent,Risk Score,Review Percentile,Review Tier,Value Score,Priority Score,Observed Signals,Recommended Action
6470,CUST04046,Bitbucket,Professional Services,Australia & New Zealand,11-50,Enterprise,Refund request,Refund request,Pending Customer Response,Low,Phone,,1,142,278,1523,14.8,6.0,3.299999999999995,0.21568627450980393,0.6144290787231812,0.0004723107804935648,Tier 1 · Top 10%,4,0.7301003551062268,No strong usage signal,Specialist outreach
5486,CUST02045,Bitbucket,Education,North America,1000+,Enterprise,Billing inquiry,Data loss,Pending Customer Response,Critical,Phone,,0,66,137,728,9.4,6.6,-4.482880225279753e-15,-0.04,0.5912592309170284,0.005549651670799386,Tier 1 · Top 10%,4,0.7138814616419198,Declining sessions,Specialist outreach
1204,CUST02033,Trello,Retail,North America,51-200,Enterprise,Technical issue,Installation support,Pending Customer Response,Critical,Chat,,0,105,193,1226,13.4,7.2,-1.2000000000000053,-0.02631578947368421,0.5816026846347916,0.011571614122092337,Tier 1 · Top 10%,4,0.7071218792443541,Declining sessions,Specialist outreach
3055,CUST06230,Trello,Professional Services,North America,11-50,Enterprise,Billing inquiry,Payment issue,Closed,High,Chat,2.0,0,115,206,1020,12.0,6.8,-1.200000000000005,-0.11627906976744186,0.5771929439660001,0.01700318809776833,Tier 1 · Top 10%,4,0.7040350607762,Declining sessions,Specialist outreach
8278,CUST01588,Trello,Professional Services,Australia & New Zealand,51-200,Enterprise,Technical issue,Data loss,Pending Customer Response,High,Chat,,0,125,232,1356,10.8,6.2,-1.6000000000000028,-0.20754716981132076,0.5770597146317923,0.017357421183138506,Tier 1 · Top 10%,4,0.7039418002422546,Declining sessions,Specialist outreach
189,CUST01345,Loom,Healthcare,Asia-Pacific,11-50,Enterprise,Refund request,Product compatibility,Closed,High,Phone,1.0,1,47,85,473,10.8,7.0,-1.1000000000000016,-0.25,0.5740510436164579,0.020427441256346678,Tier 1 · Top 10%,4,0.7018357305315205,Declining sessions,Specialist outreach
2109,CUST07668,Trello,Healthcare,Australia & New Zealand,1000+,Enterprise,Product inquiry,Installation support,Open,High,Social media,,0,55,103,414,11.0,6.8,-1.2000000000000013,0.0,0.5728611989409835,0.02361553902467824,Tier 1 · Top 10%,4,0.7010028392586884,Declining sessions,Specialist outreach
2405,CUST02234,Bitbucket,Government & Public Sector,Australia & New Zealand,51-200,Enterprise,Cancellation request,Product setup,Pending Customer Response,Low,Phone,,1,53,95,559,14.2,6.6,-2.000000000000003,-0.3076923076923077,0.5714962938031692,0.02585901523202267,Tier 1 · Top 10%,4,0.7000474056622185,Declining sessions,Specialist outreach
990,CUST00074,Trello,Other,North America,11-50,Enterprise,Cancellation request,Software bug,Open,Low,Chat,,1,69,123,672,12.0,7.2,1.1999999999999977,0.21052631578947367,0.5706351023545817,0.027157869878379974,Tier 1 · Top 10%,4,0.6994445716482072,No strong usage signal,Specialist outreach
4734,CUST00636,Trello,Government & Public Sector,Australia & New Zealand,51-200,Enterprise,Refund request,Product recommendation,Closed,High,Email,5.0,1,65,116,591,9.6,6.0,0.6999999999999987,0.18181818181818182,0.5700732845390785,0.029165190695477624,Tier 1 · Top 10%,4,0.6990512991773549,No strong usage signal,Specialist outreach
